iter	Logloss
311	0.3327222443
312	0.3321774673
313	0.3318595123
314	0.3314681244
315	0.3311571503
316	0.3307561493
317	0.3303473663
318	0.3301115417
319	0.3297615433
320	0.3293252945
321	0.3289838409
322	0.3285542297
323	0.3280612183
324	0.3277687454
325	0.3273982239
326	0.3268313599
327	0.3265089035
328	0.326065979
329	0.3258033752
330	0.3253315735
331	0.3249450684
332	0.3245676041
333	0.3242633057
334	0.3237421036
335	0.3232297134
336	0.322770462
337	0.3222385406
338	0.3219657516
339	0.3213498306
340	0.3208937836
341	0.3204819489
342	0.320086174
343	0.3198042679
344	0.3194570732
345	0.3191183281
346	0.3187108803
347	0.3184516907
348	0.3179404449
349	0.3174415588
350	0.3171496391
351	0.3168226433
352	0.3162928772
353	0.3159080124
354	0.315408783
355	0.3150501823
356	0.3146784782
357	0.3143063164
358	0.3138233566
359	0.3134728622
360	0.3131062317
361	0.3127828598
362	0.3122207642
363	0.3117930412
364	0.3114864731
365	0.3109403801
366	0.3106591225
367	0.3103339767
368	0.3101112747
369	0.3098777008
370	0.309343338
371	0.3089801979
372	0.3086908913
373	0.3083644295
374	0.3080739212
375	0.3076407623
376	0.3072903824
377	0.3068259811
378	0.3063663673
379	0.3059173203
380	0.3057240868
381	0.30518013
382	0.3048723602
383	0.304444294
384	0.3040921211
385	0.3037541962
386	0.3034125137
387	0.3030913925
388	0.3027327347
389	0.3023458481
390	0.3021157455
391	0.3017059517
392	0.3013923454
393	0.3011444855
394	0.3007617188
395	0.3003807068
396	0.2997742081
397	0.2993786049
398	0.2989753723
399	0.2985656548
400	0.2981934929
401	0.2977416611
402	0.2973491669
403	0.2970167542
404	0.2966621399
405	0.2963936234
406	0.2962797546
407	0.2959253311
408	0.2954827881
409	0.295029335
410	0.2946033478
411	0.2942442703
412	0.2938739014
413	0.29360466
414	0.2932911301
415	0.293001976
416	0.2926872253
417	0.2924363327
418	0.2920913696
419	0.2918320656
420	0.2912306213
421	0.2907797813
422	0.2904542923
423	0.2901260757
424	0.2898244858
425	0.289581604
426	0.2892602921
427	0.2889884949
428	0.2886650085
429	0.2884498978
430	0.2881326675
431	0.287828331
432	0.2874907303
433	0.2870628738
434	0.2867609406
435	0.286467514
436	0.2859425354
437	0.2855140305
438	0.285211792
439	0.2848738098
440	0.2846067429
441	0.2842627716
442	0.2837896156
443	0.2834833145
444	0.2832195663
445	0.2828528214
446	0.2823396301
447	0.2819514275
448	0.2816876984
449	0.281312027
450	0.2809165955
451	0.2805702209
452	0.2801192856
453	0.2798184967
454	0.2794867325
455	0.279131546
456	0.2788133049
457	0.2784196472
458	0.2781058693
459	0.277799263
460	0.2773545265
461	0.2770236206
462	0.2766215324
463	0.2763741875
464	0.2760780334
465	0.2756886292
466	0.275396862
467	0.2751103592
468	0.2747897911
469	0.2745243073
470	0.2742614746
471	0.2739120102
472	0.2735682869
473	0.2732584572
474	0.2730413055
475	0.2726163101
476	0.2721483612
477	0.2717406082
478	0.2715617752
479	0.271289444
480	0.2710633087
481	0.2707835388
482	0.2704500198
483	0.2701463318
484	0.2698443222
485	0.2695085716
486	0.2690238571
487	0.2687003899
488	0.2683343506
489	0.2679608154
490	0.2676212311
491	0.2672396278
492	0.2668370819
493	0.2665958786
494	0.2660928726
495	0.2658050919
496	0.2655219841
497	0.2652396393
498	0.26495821
499	0.2645965576
500	0.2642608452
501	0.2640609932
502	0.2637897491
503	0.2635440063
504	0.2631469536
505	0.2628716278
506	0.2625702667
507	0.2622155762
508	0.2620498276
509	0.2616341782
510	0.2614196014
511	0.2611040878
512	0.2607415771
513	0.2603856659
514	0.2600290871
515	0.25975811
516	0.259338913
517	0.2590579414
518	0.258706665
519	0.2584487724
520	0.2582468796
521	0.257907753
522	0.2576125336
523	0.2572438049
524	0.2569234276
525	0.2564570999
526	0.2562382126
527	0.2557842064
528	0.2554730606
529	0.2551743889
530	0.2548394775
531	0.2545472336
532	0.2542808914
533	0.2540604019
534	0.253696003
535	0.2534238052
536	0.2531819153
537	0.2528079224
538	0.2525688171
539	0.2522120667
540	0.2518682861
541	0.2513819885
542	0.2510721207
543	0.2507387924
544	0.2503526306
545	0.2501861572
546	0.2497371483
547	0.2495097733
548	0.2492591858
549	0.24903965
550	0.2486770439
551	0.2483661652
552	0.2480091476
553	0.2477459717
554	0.2475934982
555	0.2473006439
556	0.2470350647
557	0.2468683434
558	0.2465175629
559	0.2463846779
560	0.246123867
561	0.2457531738
562	0.2454843903
563	0.2451390839
564	0.2448538208
565	0.2444770813
566	0.2442351723
567	0.2439307594
568	0.2435971069
569	0.24338974
570	0.2430809021
571	0.242632885
572	0.2426247025
573	0.2423503113
574	0.2419674492
575	0.2416728592
576	0.2413534737
577	0.2411302757
578	0.2408343315
579	0.2405410767
580	0.2402684784
581	0.2400095367
582	0.2397618484
583	0.2395484924
584	0.2392469215
585	0.2388895798
586	0.2385790634
587	0.2383602142
588	0.2379911804
589	0.2375955963
590	0.2372719383
591	0.2368816185
592	0.2366888428
593	0.2363510132
594	0.2361034203
595	0.2358620453
596	0.2355963135
597	0.2353613472
598	0.2351473808
599	0.234858284
600	0.2345591736
601	0.2342930603
602	0.2339769363
603	0.2335674095
604	0.2332891464
605	0.2330032921
606	0.2327172661
607	0.2324017715
608	0.232113533
609	0.2318972397
610	0.2314436531
611	0.231188488
612	0.2308334351
613	0.2305610275
614	0.2302694702
615	0.229980011
616	0.2297865295
617	0.2294960594
618	0.2291480064
619	0.2288563538
620	0.2285843277
621	0.228331871
622	0.2281300354
623	0.2277063751
624	0.2273415756
625	0.2271329498
626	0.2267783737
627	0.2264296722
628	0.2261488724
629	0.2259069824
630	0.2256851959
631	0.225371151
632	0.2251721001
633	0.2248306656
634	0.2245407486
635	0.2243150711
636	0.2241690445
637	0.2239765167
638	0.2237376785
639	0.2235036087
640	0.2232555008
641	0.2230133247
642	0.222800827
643	0.2225709915
644	0.2222837639
645	0.2220994949
646	0.2218821526
647	0.2215856552
648	0.2213450432
649	0.2210375595
650	0.2207918549
651	0.2205575562
652	0.2203252792
653	0.2201078224
654	0.2198644829
655	0.2196364784
656	0.2194287872
657	0.2191184998
658	0.2189522552
659	0.2185628891
660	0.2183523178
661	0.2180399704
662	0.217751236
663	0.2174937057
664	0.2172074127
665	0.2169595528
666	0.2167160416
667	0.2163583183
668	0.2160424423
669	0.2156914139
670	0.2154608536
671	0.2151637268
672	0.2149124146
673	0.214656353
674	0.2143289948
675	0.214084034
676	0.2138102341
677	0.2136392975
678	0.2133369827
679	0.2130493927
680	0.2127361488
681	0.2124723434
682	0.2121514702
683	0.2118398666
684	0.2116188812
685	0.2113741684
686	0.2110476112
687	0.2107800484
688	0.2104566956
689	0.2101844788
690	0.2099431992
691	0.2097331429
692	0.2095066452
693	0.2092067909
694	0.2089053154
695	0.2086060143
696	0.2083293533
697	0.2080986404
698	0.207858429
699	0.2077231407
700	0.2074455643
701	0.2072196198
702	0.2069844818
703	0.2066700935
704	0.2063612747
705	0.2061453247
706	0.2058943176
707	0.2055833626
708	0.2053233337
709	0.2050542259
710	0.204871273
711	0.2046147537
712	0.2044525337
713	0.2041592598
714	0.2038451004
715	0.2035822678
716	0.203355484
717	0.2031989479
718	0.2030262947
719	0.2027979279
720	0.2026125336
721	0.2022416687
722	0.2019750786
723	0.2017120934
724	0.2013691711
725	0.2011012459
726	0.2008147812
727	0.20057024
728	0.2003359604
729	0.2001673508
730	0.2000331116
731	0.1997369003
732	0.1995067978
733	0.1991957664
734	0.1989849663
735	0.1987962532
736	0.1985682297
737	0.1983354568
738	0.1981533051
739	0.1979637909
740	0.1977015305
741	0.1974775696
742	0.1971190643
743	0.1968530083
744	0.1964980125
745	0.1962745285
746	0.1960699272
747	0.1958988571
748	0.195550766
749	0.195267334
750	0.1950567055
751	0.1947955513
752	0.1945919037
753	0.1942559052
754	0.1939836693
755	0.1936792755
756	0.1934616089
757	0.1932314873
758	0.1929616737
759	0.1927189636
760	0.1924907303
761	0.1922379494
762	0.1920786476
763	0.1918436241
764	0.1915690613
765	0.1912849808
766	0.1910905457
767	0.1909464264
768	0.190803566
769	0.1906422424
770	0.1904013062
771	0.1902438927
772	0.1900001526
773	0.1897355843
774	0.1895025635
775	0.1892774963
776	0.1891778183
777	0.1889900589
778	0.1887957382
779	0.1884574127
780	0.1883398819
781	0.1881367493
782	0.187950058
783	0.1876525688
784	0.187546463
785	0.1873886108
786	0.1869586563
787	0.186692028
788	0.1864692879
789	0.186248951
790	0.1860503006
791	0.1857369614
792	0.185446949
793	0.1851181602
794	0.1848448181
795	0.1847013855
796	0.1845082092
797	0.1843913651
798	0.1842071533
799	0.18401474
800	0.1838204193
801	0.1834660912
802	0.1831521416
803	0.1829517937
804	0.182724514
805	0.1825708771
806	0.1822982979
807	0.1820023727
808	0.1818375015
809	0.1815338135
810	0.1813031769
811	0.1811210442
812	0.1809097099
813	0.180670166
814	0.180351963
815	0.1801130104
816	0.1798373985
817	0.1796834183
818	0.1792913055
819	0.1790178871
820	0.1788637543
821	0.1786288834
822	0.1784897804
823	0.1783161926
824	0.1781080246
825	0.1778487396
826	0.1776186943
827	0.1773708725
828	0.1771904755
829	0.1769688797
830	0.1768348312
831	0.1766744995
832	0.1765325165
833	0.1763792038
834	0.1761002731
835	0.1758738327
836	0.175576973
837	0.175382328
838	0.1752540398
839	0.1749134064
840	0.1745859528
841	0.1743217278
842	0.1741183853
843	0.1739688301
844	0.1737774086
845	0.173519516
846	0.1732892036
847	0.1730765724
848	0.172920208
849	0.1728283691
850	0.1726488876
851	0.1725005722
852	0.17227911
853	0.172177124
854	0.1720149994
855	0.1718158722
856	0.1715587234
857	0.17132267
858	0.1711044312
859	0.170868206
860	0.170697937
861	0.1705086899
862	0.1702708435
863	0.1700634575
864	0.1698999405
865	0.1696211243
866	0.1694229317
867	0.1692375183
868	0.1690713692
869	0.1688606262
870	0.1687400818
871	0.1684213257
872	0.1683082771
873	0.1680932236
874	0.16789608
875	0.1676464462
876	0.1674671555
877	0.1673108673
878	0.1671350479
879	0.1669204712
880	0.1667423248
881	0.166472168
882	0.1663211441
883	0.1661169434
884	0.1659166908
885	0.1657132721
886	0.1655408669
887	0.1652984047
888	0.1651080894
889	0.1649457169
890	0.1647038078
891	0.1644700623
892	0.1643346786
893	0.1641195297
894	0.1639621544
895	0.1637901306
896	0.1636057091
897	0.1634222031
898	0.1632171822
899	0.1630042648
900	0.1628585052
901	0.1625269318
902	0.1623775101
903	0.1622196007
904	0.1620073891
905	0.1618735886
906	0.1617267227
907	0.1615012741
908	0.1613477707
909	0.1610306358
910	0.1608687592
911	0.160710125
912	0.1605334091
913	0.1603070641
914	0.1601507568
915	0.1599230766
916	0.1596846008
917	0.1595260429
918	0.1592691135
919	0.1590045738
920	0.1588233566
921	0.1586821938
922	0.1585493851
923	0.1582608795
924	0.1581142807
925	0.1579417992
926	0.1577572632
927	0.1575709343
928	0.1574197006
929	0.1572291565
930	0.1571778297
931	0.1570316696
932	0.1568801403
933	0.1567276382
934	0.156565876
935	0.1563340569
936	0.1561908054
937	0.1559480381
938	0.1557083321
939	0.1555021381
940	0.1552882195
941	0.1549965572
942	0.1548631573
943	0.1547210407
944	0.1545600796
945	0.1544195271
946	0.1542878532
947	0.1539833355
948	0.1537668419
949	0.1536301231
950	0.1534524345
951	0.1532114792
952	0.1529525852
953	0.1527046585
954	0.1525063324
955	0.1522853851
956	0.1520627785
957	0.1518662739
958	0.1515578079
959	0.1513978291
960	0.1511141205
961	0.1509802818
962	0.1508514404
963	0.1506678009
964	0.1504499817
965	0.1502342224
966	0.1500697517
967	0.1499775696
968	0.1497693443
969	0.1495760727
970	0.1492948151
971	0.1491350746
972	0.1489031887
973	0.1487674427
974	0.1485480118
975	0.1484672832
976	0.1483166599
977	0.1481094646
978	0.1479023361
979	0.1477629852
980	0.1475936413
981	0.1474632359
982	0.1471974945
983	0.1470223045
984	0.1469093513
985	0.1467943478
986	0.1466273689
987	0.1465184116
988	0.1463126469
989	0.1461439133
990	0.1459795952
991	0.1457526588
992	0.1456453609
993	0.1455036354
994	0.1453281403
995	0.145136261
996	0.1449571228
997	0.1448164082
998	0.1446536064
999	0.1444852543
